epoch,train_loss,train_acc,val_loss,val_acc,val_f1,val_auc,val_precision,val_recall,val_specificity,val_sensitivity,lr
0,0.6500404610433651,74.9949264029988,0.6574897641302461,75.3448177187661,0.5043864801909966,0.9334166054985487,0.6915256679103269,0.46004501879962706,0.8870484683171667,0.46004501879962706,0.000332824427480916
1,0.4884919819713549,80.90417467499134,0.511582116521623,79.44829164997425,0.6275116572514451,0.9431497193693099,0.6357288698181687,0.6612555356946583,0.9358993873972077,0.6612555356946583,0.0006661577608142494
2,0.4306809833941569,83.09477479198252,0.4834657333193034,81.00497911062783,0.6048269300555738,0.9486161813129916,0.6755486615376827,0.6192231484416355,0.9223403664033656,0.6192231484416355,0.0009994910941475827
3,0.4074340450854702,84.0450296656201,0.467389611731263,83.24271733531735,0.6576442042117268,0.944027442801676,0.6802298843070431,0.6572739473577892,0.945878645531425,0.6572739473577892,0.0009994910941475827
4,0.3681782738625548,85.60530996693208,0.4880542020401815,80.72454644308361,0.6304849669921698,0.9499087601399976,0.6617893820555377,0.6899257136186105,0.9316131607302085,0.6899257136186105,0.0009961119935382127
5,0.3441596859966526,86.61764179211384,0.4179125671295354,84.1698620729125,0.632825963038481,0.9580948785170577,0.7249244477271495,0.6021242176647303,0.9359624499438798,0.6021242176647303,0.0009860203882490518
6,0.3280915872741292,87.25034918285243,0.4425512098700461,83.29422537629485,0.6627936410675088,0.9575015676310535,0.7119726212857052,0.6336443656491897,0.9312213314370951,0.6336443656491897,0.0009693527499296499
7,0.3112394728278386,87.73980207002758,0.43089554714460443,84.24998569221084,0.662129235055546,0.9583554756953404,0.7192803919665589,0.6371888123815335,0.9354889955663765,0.6371888123815335,0.0009463344797952117
8,0.2966581897881195,88.44174913748851,0.4294008277628544,83.27705602930236,0.6840402163660533,0.9576394376144213,0.6781569727307498,0.7009758082876765,0.9402708581017641,0.7009758082876765,0.0009172768604618339
9,0.28392846193022403,88.91448899924791,0.4364940100995294,83.65478166313741,0.6459369027949465,0.9561738175183698,0.685178180158628,0.6502419269606633,0.9372263328729973,0.6502419269606633,0.0008825728463831227
10,0.2569818283537872,89.93159597454844,0.41099099831206953,85.30876209008184,0.6812058947438608,0.9612636979870111,0.7004709867961509,0.6695238680658357,0.9464608098998749,0.6695238680658357,0.0008426917498153162
11,0.24340984370872265,90.41269234901573,0.46294353679366357,83.33428718594402,0.6614879144292501,0.9569079593114417,0.6744520813282431,0.6781412540802864,0.937417644768097,0.6781412540802864,0.000798172894174115
12,0.22246475365325694,91.2352119569759,0.4393835974870807,83.7291821667716,0.6688810115918312,0.9580281620638396,0.6648870051402664,0.6914000353314115,0.9481609926234664,0.6914000353314115,0.0007496183206106869
13,0.19907887397149138,92.17711031790562,0.5086863070291324,83.21410175699651,0.675771578079592,0.9553325105510744,0.676021084280474,0.6826772877762257,0.939389660078424,0.6826772877762257,0.000697684646437889
