"Name","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","device","early_stopping","epochs","experiment_name","gradient_accumulation_steps","label_smoothing","learning_rate","max_grad_norm","mixed_precision","monitor_metric","monitor_mode","n_folds","num_classes","num_workers","optimizer","output_dir","patience","save_best","save_every","scheduler","seed","warmup_epochs","weight_decay","best_accuracy","best_auc","best_epoch","best_f1","epoch","epoch_time_s","final/MCC","final/accuracy","final/auc_roc","final/balanced_accuracy","final/best_epoch","final/cohens_kappa","final/f1_macro","final/f1_weighted","final/precision_macro","final/recall_macro","final/sensitivity","final/specificity","lr","train/acc","val/acc","train/loss","val/auc","val/f1","val/loss","val/precision","val/recall","val/specificity"
"snn_1d_lif_fold0","finished","-","","","2026-03-16T21:40:44.000Z","1633","","128","auto","true","50","snn_1d_lif","4","0","0.001","1","true","val_f1","max","5","5","4","adamw","outputs/results","10","true","0","cosine","42","3","0.0001","0.6053339437990042","0.5195916636839172","18","0.1767627042291465","28","38.48433494567871","0.04711408313287896","0.6053339437990042","0.5195916636839172","0.20622065269850748","18","0.02854755276336185","0.1767627042291465","0.4897890044167336","0.2534151326548749","0.20622065269850748","0.20622065269850748","0.8056280340764251","0.00048304656110863297","18.184965439851016","4.372460367424026","1.5804844064566923","0.5199021334908944","0.04015677592061457","1.6357528223608533","0.35747603222246827","0.21255768542386205","0.8007763370465156"
"snn_1d_lif_fold0","finished","-","","","2026-03-16T21:39:52.000Z","1144","","128","auto","true","50","snn_1d_lif","4","0","0.001","1","true","val_f1","max","5","5","4","adamw","outputs/results","10","true","0","cosine","42","3","0.0001","0.6154638585245807","0.5233764794747525","5","0.1954155525016989","15","79.94171142578125","0.09474678378246154","0.6154638585245807","0.5233764794747525","0.2225843829407664","5","0.05627764607631736","0.1954155525016989","0.5002027322072083","0.20103764680717545","0.2225843829407664","0.2225843829407664","0.808173946273803","0.0008703828843492594","25.660462950804018","3.702855834716419","1.598232945049082","0.4969758956720657","0.025076723642930943","1.7433672786629113","0.15261912993273058","0.2056547945803444","0.8006808967090391"
"quantum_full_RXYZ_fold0","finished","-","","","2026-03-16T16:43:06.000Z","5109","","128","auto","true","30","quantum_full_RXYZ","4","0","0.001","1","true","val_f1","max","5","5","4","adamw","outputs/results","5","true","0","cosine","42","3","0.0001","0.8352887311852573","0.948380900376625","30","0.6330587781934442","30","168.71968507766724","0.7055414908906095","0.8352887311852573","0.948380900376625","0.6511715818528993","30","0.7044736510918916","0.6330587781934442","0.8228251307093378","0.6506587528613941","0.6511715818528993","0.6511715818528993","0.9404720134572616","0.000003379100609369949","86.70836964437069","83.52887311852572","0.34964654202224643","0.948380900376625","0.6330587781934442","0.44491608457191145","0.6506587528613941","0.6511715818528993","0.9404720134572616"
"quantum_full_RYZ_fold0","finished","-","","","2026-03-16T15:55:24.000Z","2860","","128","auto","true","30","quantum_full_RYZ","4","0","0.001","1","true","val_f1","max","5","5","4","adamw","outputs/results","5","true","0","cosine","42","3","0.0001","0.82138156012133","0.941969137742426","13","0.6171354330504071","18","153.03111958503723","0.6845082246641586","0.82138156012133","0.941969137742426","0.6538538592731331","13","0.6833441481377022","0.6171354330504071","0.8083407740439806","0.5876111419615617","0.6538538592731331","0.6538538592731331","0.937028293832852","0.00047068792774041353","84.38764668664271","82.3327419447147","0.4107424102439225","0.9451780808853332","0.6159851496292804","0.4603674506945331","0.5892224668097672","0.6503133987380254","0.936789565064928"
"quantum_full_RXZ_fold0","finished","-","","","2026-03-16T14:45:14.000Z","4207","","128","auto","true","30","quantum_full_RXZ","4","0","0.001","1","true","val_f1","max","5","5","4","adamw","outputs/results","5","true","0","cosine","42","3","0.0001","0.8354604246551823","0.9515900463395636","22","0.6612267984744283","27","157.64942717552185","0.7094001491651549","0.8354604246551823","0.9515900463395636","0.6705292284433894","22","0.7088506369391386","0.6612267984744283","0.8293164444761019","0.6683984785294724","0.6705292284433894","0.6705292284433894","0.9433264878557016","0.00005315661435237112","86.95309608795827","83.35145653293652","0.3445231846498169","0.952301153230415","0.659448659516418","0.43799111839846105","0.6643804780875111","0.6754972704721091","0.9411732646535692"
"quantum_full_RXY_fold0","finished","-","","","2026-03-16T13:43:37.000Z","3694","","128","auto","true","30","quantum_full_RXY","4","0","0.001","1","true","val_f1","max","5","5","4","adamw","outputs/results","5","true","0","cosine","42","3","0.0001","0.834258570365707","0.9489798581993512","19","0.6566085304305715","24","152.89309334754944","0.7145878644750616","0.834258570365707","0.9489798581993512","0.6913042255638413","19","0.712655570722307","0.6566085304305715","0.8270645791619857","0.6697924381189747","0.6913042255638413","0.6913042255638413","0.9467949270384308","0.0001567993443322665","86.30367567180393","83.8665369427116","0.3646460072684834","0.9518527260365792","0.6539543823739071","0.4272759025440599","0.6775035412901546","0.6623462016261945","0.9429732546861692"
"quantum_full_RZ_fold0","finished","-","","","2026-03-16T12:38:26.000Z","3909","","128","auto","true","30","quantum_full_RZ","4","0","0.001","1","true","val_f1","max","5","5","4","adamw","outputs/results","5","true","0","cosine","42","3","0.0001","0.8324844045098151","0.9480101601886096","23","0.6345295380619038","28","139.23385524749756","0.7039342075343091","0.8324844045098151","0.9480101601886096","0.6617214587395177","23","0.7026041392728805","0.6345295380619038","0.8211198579378992","0.668592863407483","0.6617214587395177","0.6617214587395177","0.9415222753963092","0.000030138344217932835","87.22289206966944","83.12253190636983","0.3398920042369202","0.9497719400347616","0.6304807164939673","0.44645704470411707","0.6708752358671536","0.6490997746236818","0.9371448580480988"
"quantum_full_RY_fold0","finished","-","","","2026-03-16T11:35:43.000Z","3761","","128","auto","true","30","quantum_full_RY","4","0","0.001","1","true","val_f1","max","5","5","4","adamw","outputs/results","5","true","0","cosine","42","3","0.0001","0.8315114748469067","0.9512078136401476","22","0.644568714589633","27","140.18642854690552","0.6980539713651884","0.8315114748469067","0.9512078136401476","0.6660931188739514","22","0.6967979899462893","0.644568714589633","0.8216932843274586","0.6735633599137054","0.6660931188739514","0.6660931188739514","0.9380340417769404","0.00005315661435237112","86.86236823570141","83.70628970411492","0.34622070191015725","0.9531314062338888","0.6394806700160662","0.4311545492306243","0.6792511946185572","0.6437848504450974","0.9384044097715002"
"quantum_full_RX_fold0","finished","-","","","2026-03-16T11:02:40.000Z","1981","","128","auto","true","30","quantum_full_RX","4","0","0.001","1","true","val_f1","max","5","5","4","adamw","outputs/results","5","true","0","cosine","42","3","0.0001","0.8067876151777027","0.9405630868514526","9","0.6108875224910546","14","139.95780420303345","0.6748525041273511","0.8067876151777027","0.9405630868514526","0.66472365235552","9","0.6702891063187485","0.6108875224910546","0.796854146026977","0.571704306539984","0.66472365235552","0.66472365235552","0.9395844174881678","0.000697684646437889","83.35382668592644","81.7146454529846","0.4397530737269016","0.9399468579343376","0.6037581840381305","0.47742386004568016","0.5979192616793991","0.6152672592688043","0.9325715478555416"
"quantum_ring_RXYZ_fold0","finished","-","","","2026-03-16T09:56:39.000Z","3959","","128","auto","true","30","quantum_ring_RXYZ","4","0","0.001","1","true","val_f1","max","5","5","4","adamw","outputs/results","5","true","0","cosine","42","3","0.0001","0.8364905854747324","0.9510950989787352","26","0.6556839831191302","30","129.85809516906738","0.7154642223950272","0.8364905854747324","0.9510950989787352","0.6751353381144277","26","0.7140191616775249","0.6556839831191302","0.828598679385405","0.6817629251148898","0.6751353381144277","0.6751353381144277","0.9458317131339176","0.000003379100609369949","87.1011257416405","83.43158015223487","0.3434104734704695","0.950666043398426","0.6493753380777025","0.437952020035608","0.677710552440787","0.6625484685469323","0.9412694788648004"
"quantum_ring_RYZ_fold0","finished","-","","","2026-03-16T09:01:06.000Z","3330","","128","auto","true","30","quantum_ring_RYZ","4","0","0.001","1","true","val_f1","max","5","5","4","adamw","outputs/results","5","true","0","cosine","42","3","0.0001","0.8324844045098151","0.951324371442929","26","0.6254044584273828","30","109.68045949935912","0.7037161448034618","0.8324844045098151","0.951324371442929","0.664294929012411","26","0.702396404652554","0.6254044584273828","0.8193553432268698","0.7276549137453531","0.664294929012411","0.664294929012411","0.9409316628656824","0.000003379100609369949","87.24318645767427","83.37434899559321","0.339030036671471","0.9510449863378238","0.6222333925636445","0.44106563224192086","0.601390751460187","0.6468136467662415","0.9394733249772176"
"quantum_ring_RXZ_fold0","finished","-","","","2026-03-16T08:05:19.000Z","3345","","128","auto","true","30","quantum_ring_RXZ","4","0","0.001","1","true","val_f1","max","5","5","4","adamw","outputs/results","5","true","0","cosine","42","3","0.0001","0.8371201281977909","0.9518683110971262","29","0.6594217613280362","30","111.15487313270567","0.71386043684063","0.8371201281977909","0.9518683110971262","0.6821153804190292","29","0.7130107972303645","0.6594217613280362","0.8297071596811512","0.6779931641071026","0.6821153804190292","0.6821153804190292","0.944306293797419","0.000003379100609369949","86.93757685007222","83.75207462942826","0.3440092109086859","0.9520218434157736","0.6553265708358678","0.4352716277659374","0.682798887835584","0.6705460419608892","0.9435190659072836"
"quantum_ring_RXY_fold0","finished","-","","","2026-03-16T07:09:41.000Z","3336","","128","auto","true","30","quantum_ring_RXY","4","0","0.001","1","true","val_f1","max","5","5","4","adamw","outputs/results","5","true","0","cosine","42","3","0.0001","0.839752761403308","0.951169084013571","29","0.6460932714733818","30","110.87250685691832","0.71496796907544","0.839752761403308","0.951169084013571","0.6609931396385054","29","0.7139649685955408","0.6460932714733818","0.8286884798187089","0.6794939014781474","0.6609931396385054","0.6609931396385054","0.943115655929988","0.000003379100609369949","87.19065980636766","83.80358267040577","0.3436271958678733","0.950956164240918","0.6453194464042536","0.4355610397501584","0.676180271543267","0.6656300790367767","0.9431299397408032"
"quantum_ring_RZ_fold0","finished","-","","","2026-03-16T06:38:14.000Z","1885","","128","auto","true","30","quantum_ring_RZ","4","0","0.001","1","true","val_f1","max","5","5","4","adamw","outputs/results","5","true","0","cosine","42","3","0.0001","0.8196646254220797","0.9426351249495394","15","0.6144340749628444","20","92.90512251853944","0.6882824232842814","0.8196646254220797","0.9426351249495394","0.6598515093816448","15","0.685976932163696","0.6144340749628444","0.8076477544578804","0.5799412053811381","0.6598515093816448","0.6598515093816448","0.9406028695366734","0.0003564169086400556","85.12063222987572","83.128255022034","0.3938195664691561","0.948461180430533","0.6127779888946198","0.4467269095734958","0.6052175265379323","0.6245021127208206","0.937911366418421"
