epoch,train_loss,train_acc,val_loss,val_acc,val_f1,val_auc,val_precision,val_recall,val_specificity,val_sensitivity,lr
0,1.421147630050892,42.736399775567946,1.071007615458356,67.53848795284154,0.2821451301267416,0.7332930035583427,0.27159253823579976,0.305669863378216,0.839921383120088,0.305669863378216,0.000332824427480916
1,0.9191469016875929,70.68415963326846,0.9746899263267099,68.53431007840668,0.28922652362621815,0.7762883596147799,0.24601494123043355,0.3639720088374406,0.8766293616956944,0.3639720088374406,0.0006661577608142494
2,0.7113032341913412,73.31526734871727,0.9432857374857812,69.03222114118927,0.3207771567837998,0.7992400577432237,0.34326763415124895,0.3300858470521594,0.8545972399670496,0.3300858470521594,0.0009994910941475827
3,0.6153077694750925,76.08724199267014,0.6080242296422484,76.02014536713787,0.5649292353140828,0.90813322327402,0.5484107981087988,0.589429129902033,0.9215085150431849,0.589429129902033,0.0009994910941475827
4,0.5823149674721346,77.33116859861282,0.6572232107176398,74.49207348480513,0.5623753923489312,0.9004566261005602,0.5136038111270196,0.6538356179036613,0.9263447247980798,0.6538356179036613,0.0009961119935382127
5,0.5520680472141004,78.68850501987656,0.6085183948387195,76.03731471413037,0.5050526546587252,0.9168516507195654,0.5916710286340784,0.48920902708526415,0.8960034738082957,0.48920902708526415,0.0009860203882490518
6,0.5290248019094685,79.66263564410806,0.5164947885013845,80.36399015624106,0.5939035026017281,0.9296718324660589,0.5832659989633331,0.6101759507373197,0.9314231676698226,0.6101759507373197,0.0009693527499296499
7,0.5130359642378246,80.3395131734454,0.6479906532777487,74.92703027528187,0.5320937871982225,0.9158804715362112,0.5446878110918817,0.5747403272527216,0.8938356569311375,0.5747403272527216,0.0009463344797952117
8,0.49294028718962923,81.19784640729642,0.5147878241582509,79.90614090310764,0.5823577486181141,0.9323453650075273,0.6096205930428334,0.5642031630035372,0.9145320481224898,0.5642031630035372,0.0009172768604618339
9,0.48123054477094696,81.70759368247639,0.5190117396686199,80.70737709609112,0.5827090398822322,0.9355614723242631,0.6022779720023628,0.5752005374984114,0.9216197865849918,0.5752005374984114,0.0008825728463831227
10,0.4647825241088867,82.36059546121982,0.49439987801287294,80.92485549132948,0.6005959830595685,0.9376541764688968,0.5959468481557818,0.6104851422931709,0.9231950381641649,0.6104851422931709,0.0008426917498153162
11,0.456688830279212,82.64471689328734,0.5032029161705588,81.58301379270874,0.6009517492398306,0.9352557882698604,0.5857422545321136,0.6275433080626418,0.9401904499329126,0.6275433080626418,0.000798172894174115
12,0.44933337933234585,82.92167560017668,0.47130842827749947,82.138156012133,0.6171354330504071,0.941969137742426,0.5876111419615617,0.6538538592731331,0.937028293832852,0.6538538592731331,0.0007496183206106869
13,0.43852003539791545,83.38486516169853,0.5089093124779471,81.29685800950037,0.5997159626681674,0.9370739871538977,0.5801950049587156,0.6301111194734914,0.9327521195294798,0.6301111194734914,0.000697684646437889
14,0.4315138252181861,83.70241264459752,0.5197176997461458,80.91913237566531,0.6091518101542482,0.9358243955790844,0.5627490804452846,0.6818375655829945,0.9434701345644363,0.6818375655829945,0.000643074185507527
15,0.4224290474453045,84.01160361478864,0.5348006717480012,79.3853373776684,0.5862496898556465,0.9352326078378443,0.5706643962767608,0.6360270564950161,0.9199446646286316,0.6360270564950161,0.0005865254506203184
16,0.420694440466757,84.07845571645159,0.4535567666927393,83.09391632804899,0.6154232664745707,0.9445319006071559,0.6012365732524626,0.6349435265235153,0.9420158686874933,0.6349435265235153,0.000528803166407169
17,0.4107424102439225,84.38764668664271,0.46036745069453316,82.3327419447147,0.6159851496292804,0.9451780808853331,0.5892224668097672,0.6503133987380254,0.9367895650649279,0.6503133987380254,0.00047068792774041353
