epoch,train_loss,train_acc,val_loss,val_acc,val_f1,val_auc,val_precision,val_recall,val_specificity,val_sensitivity,lr
0,1.3470068125324395,57.835424451156186,1.0533196282212751,69.8735191438219,0.3077338811770041,0.7346023293168079,0.2861690002843781,0.33861201181073836,0.8520290319526136,0.33861201181073836,0.000332824427480916
1,0.9018972385020656,71.98658182816622,0.7827354554277267,74.84118354031935,0.42612870482076703,0.8210901034260294,0.4120827333498663,0.44570576038766196,0.9020031922869469,0.44570576038766196,0.0006661577608142494
2,0.7139108637817033,75.80431434813232,0.7608727174301217,73.46191266525497,0.3892160627717388,0.8602356932043775,0.40493240362057803,0.40826089005576566,0.8857251498636567,0.40826089005576566,0.0009994910941475827
3,0.6413302344675282,77.14493774398032,0.7879007017090373,68.2138156012133,0.41293768805593983,0.8764568078941052,0.3836099715446086,0.48790503391445494,0.9081449849355281,0.48790503391445494,0.0009994910941475827
4,0.5946832333812276,78.22770303341412,0.5952447894280845,78.74434842328164,0.45974345057787935,0.9123004639308789,0.45337979383055294,0.4717523428724152,0.9124514993116677,0.4717523428724152,0.0009961119935382127
5,0.5481891122483115,79.13975670610145,0.5913194147122167,76.6840267841813,0.5368399456372694,0.9208645612737726,0.5878195557750515,0.5625075111360175,0.9290654801823663,0.5625075111360175,0.0009860203882490518
6,0.5120646416230966,80.7286879081261,0.5443611252699455,80.81039317804613,0.5854436557303769,0.9269836912326539,0.5861499817418994,0.597307021138705,0.9301074269649137,0.597307021138705,0.0009693527499296499
7,0.5007212426826244,81.08682416703475,0.518171524588209,80.3926057345619,0.6076285509281079,0.9333847778376263,0.5639987157522457,0.6723412014890474,0.9386432740044974,0.6723412014890474,0.0009463344797952117
8,0.4839476818801792,81.68610550694187,0.5166001091473293,80.32965146225605,0.5978936778254956,0.9294527381231757,0.5882830421377794,0.6152144133540369,0.9244381843184696,0.6152144133540369,0.0009172768604618339
9,0.46650591952200154,82.27822412167083,0.48884957049884936,81.95501631087964,0.600712723740707,0.9377855915807205,0.607070410938173,0.6013229136918851,0.9328689710066792,0.6013229136918851,0.0008825728463831227
