epoch,train_loss,train_acc,val_loss,val_acc,val_f1,val_auc,val_precision,val_recall,val_specificity,val_sensitivity,lr
0,1.2617722589551037,61.885945539412894,1.0867405442425804,67.26377840096148,0.2755222785671173,0.7053907997306632,0.29878857976138173,0.2879600100817282,0.8317049821919639,0.2879600100817282,0.000332824427480916
1,0.9082140355619766,70.84770852483675,0.83370540492291,70.45155382590282,0.35837920273627005,0.8075024643252521,0.45238483374285465,0.3708204283523298,0.8563637983338179,0.3708204283523298,0.0006661577608142494
2,0.6933052732744289,73.83934007425358,1.1077816186703904,50.89566760144223,0.316733646424354,0.7755698574228308,0.5082036272168405,0.39820335661707545,0.8732544796252549,0.39820335661707545,0.0009994910941475827
3,0.6089907607959427,76.98138885241205,0.655167906171214,73.38178904595661,0.5444302783209057,0.9054683903997278,0.5029827191635261,0.6500052977365056,0.9203529228413216,0.6500052977365056,0.0009994910941475827
4,0.5445431813938927,79.18870199481896,0.589056299006852,75.15023178618439,0.5524415921199172,0.9206526814264132,0.5119075447639705,0.6571299127421033,0.9219493699507325,0.6571299127421033,0.0009961119935382127
5,0.526502769775973,79.78917712225578,0.5526718960082444,79.57420019458593,0.5930348777874028,0.9273204923542453,0.5593159357456406,0.6457699031658576,0.9288691525251485,0.6457699031658576,0.0009860203882490518
6,0.5009700320604193,80.79554000978906,0.6394818587242251,77.76569564470897,0.5194819740687437,0.9186125800642095,0.6186912596152496,0.5019392154726845,0.903862646362129,0.5019392154726845,0.0009693527499296499
7,0.4920707248549425,81.02355342796089,0.49633472701058773,81.07365649859784,0.6051110980538887,0.9387645458469003,0.6644208872439444,0.6063893139004686,0.9274263689283917,0.6063893139004686,0.0009463344797952117
8,0.47606097778291195,81.67536141917462,0.5270875117530788,80.30103588393521,0.5908387719360404,0.9335028539617645,0.5995038188414307,0.5858399029593251,0.9188126524471734,0.5858399029593251,0.0009172768604618339
9,0.4684562297267768,81.9702269390094,0.5225680579778051,80.47272935386025,0.5891683102430652,0.93755796430675,0.658015617986409,0.5781121570746033,0.9189562476786051,0.5781121570746033,0.0008825728463831227
10,0.45312735556646155,82.48236178924876,0.4682484237599547,82.3155725977222,0.623795732784858,0.9430945617072227,0.6672534480650665,0.6300400221145777,0.9357737955893102,0.6300400221145777,0.0008426917498153162
11,0.45056334331290415,82.72231308271753,0.4965318970001527,80.30103588393521,0.5918656841963541,0.9428212229273608,0.6706845253878615,0.5704900354767098,0.9142486331589362,0.5704900354767098,0.000798172894174115
12,0.4405333498279557,83.04582950326501,0.46975309352805145,81.86344646025296,0.6115971059107416,0.9433944581065414,0.6780143195178675,0.6244012048889888,0.9402074506927894,0.6244012048889888,0.0007496183206106869
13,0.42975328933191664,83.48394952666324,0.45733358651182077,82.44720425799805,0.63638980277607,0.9462183347639233,0.6581832363314415,0.6753202777921672,0.9431852344181356,0.6753202777921672,0.000697684646437889
14,0.42011093351677176,83.8647677486361,0.474655920952341,81.74326103130545,0.6353153293820186,0.944675148858839,0.6498845559388435,0.6770565657356602,0.9349269252582912,0.6770565657356602,0.000643074185507527
15,0.41492417534344067,84.11785070493154,0.45066632145512714,82.61317461225892,0.6418848571008119,0.948148271174268,0.6836634055393642,0.6558922022343079,0.9425715174129229,0.6558922022343079,0.0005865254506203184
16,0.4118406832900666,84.24081082049017,0.44105926672690104,83.26560979797402,0.6548857135010058,0.9496791668616769,0.6692367208394507,0.672293201431021,0.9456384304253687,0.672293201431021,0.000528803166407169
17,0.3987871366375275,84.70877553213079,0.48614612575212535,80.83900875636697,0.6286275767243865,0.9444987084715404,0.6261581715507609,0.6826449548620153,0.9331347224848752,0.6826449548620153,0.00047068792774041353
18,0.39510082397752133,84.89978153688206,0.44588085992710436,83.4258570365707,0.6566085304305715,0.9489798581993512,0.6697924381189747,0.6913042255638413,0.9467949270384308,0.6913042255638413,0.00041296564352726436
19,0.3864689192699112,85.22329795742954,0.45137113060829415,82.82492989183311,0.6483503705319107,0.9485822841175879,0.6592639061088399,0.6810554228862509,0.942165892751636,0.6810554228862509,0.0003564169086400556
20,0.3816218791117195,85.54323301538793,0.4468853146816692,83.31711783895153,0.6280563960166524,0.9482069007649935,0.6871433681594633,0.631456440342886,0.9454836074355075,0.631456440342886,0.00030180644770969354
21,0.37383760648374337,85.75095204555494,0.43821102233916304,82.94511532078064,0.6426249293123775,0.9500207418643234,0.6711688797079574,0.6475939644450539,0.9369968726703524,0.6475939644450539,0.0002498727735368957
22,0.3666220006369452,86.21772296966586,0.4751754034392155,82.40714244834888,0.6350250985023396,0.9474793597426879,0.6769606418041025,0.640241297935334,0.9303391832356092,0.640241297935334,0.00020131819997346774
23,0.3646460072684834,86.30367567180393,0.4272759025440599,83.8665369427116,0.6539543823739071,0.9518527260365792,0.6775035412901546,0.6623462016261945,0.9429732546861693,0.6623462016261945,0.0001567993443322665
